Timestamp,FromLocalUdpPort53IP192.168.1.1Packet,FromLocalUdpPort53IP192.168.1.1Byte,FromLocalUdpPort67IP192.168.1.1Packet,FromLocalUdpPort67IP192.168.1.1Byte,FromLocalArpPortAllPacket,FromLocalArpPortAllByte,ToLocalUdpPort53IP192.168.1.1Packet,ToLocalUdpPort53IP192.168.1.1Byte,ToLocalArpPortAllPacket,ToLocalArpPortAllByte, NoOfFlows,Label
1527905806132,0,0,0,0,0,0,0,0,0,0,29,0
1527692783452,0,0,0,0,2,84,0,0,2,84,36,0
1530688416286,0,0,0,0,1,42,0,0,1,42,43,0
1530530467476,0,0,0,0,0,0,0,0,0,0,59,0
1540334506344,0,0,0,0,0,0,0,0,0,0,28,0
1531783077620,3,259,0,0,1,60,3,211,1,42,47,0
1530506689929,0,0,0,0,0,0,0,0,0,0,29,0
1531303225364,5,910,0,0,0,0,5,381,0,0,47,0
1528293957027,6,994,0,0,1,42,6,449,1,42,49,0
1530931233223,4,1132,0,0,0,0,4,306,0,0,47,0
1529083025450,0,0,0,0,0,0,0,0,0,0,22,0
1539467256565,0,0,0,0,0,0,0,0,0,0,67,0
1529056298175,0,0,0,0,1,42,0,0,1,42,43,0
1539857498857,0,0,0,0,0,0,0,0,0,0,66,0
1530010908284,0,0,0,0,0,0,0,0,0,0,59,0
1540028804702,0,0,0,0,1,42,0,0,1,60,48,0
1528739545068,0,0,0,0,1,42,0,0,1,42,38,0
1529303084956,0,0,0,0,0,0,0,0,1,42,59,0
1528892278989,0,0,0,0,0,0,0,0,0,0,31,0
1530922163863,0,0,0,0,2,84,0,0,2,84,43,0
1528987845290,5,903,0,0,1,42,5,374,1,42,49,0
1531128393648,0,0,0,0,1,42,0,0,1,42,47,0
1528756122453,0,0,0,0,1,42,0,0,1,42,43,0
1527546112490,0,0,0,0,0,0,0,0,0,0,27,0
1539338766267,0,0,0,0,1,42,0,0,1,42,61,0
1528502075834,0,0,0,0,1,42,0,0,1,42,59,0
1528614869768,0,0,0,0,1,42,0,0,1,42,59,0
1530158166207,0,0,0,0,0,0,0,0,0,0,22,0
1527723830916,0,0,0,0,1,42,0,0,1,42,59,0
1527856437357,0,0,0,0,0,0,0,0,0,0,29,0
1540237073333,1,466,0,0,0,0,1,89,0,0,66,0
1539042336085,0,0,0,0,1,42,0,0,1,42,69,0
1539318876148,1,501,0,0,0,0,1,77,0,0,28,0
1539477472789,0,0,0,0,0,0,0,0,0,0,64,0
1531581722712,0,0,0,0,0,0,0,0,0,0,47,0
1527838001052,0,0,0,0,0,0,0,0,0,0,29,0
1528841003269,0,0,0,0,0,0,0,0,0,0,31,0
1531438314452,0,0,0,0,2,120,0,0,2,84,43,0
1531078982998,6,994,0,0,0,0,6,449,0,0,47,0
1528465554930,4,1132,0,0,1,42,4,306,1,42,47,0
1539271364295,0,0,0,0,0,0,0,0,0,0,66,0
1538142953579,0,0,0,0,0,0,0,0,0,0,70,0
1528933424055,0,0,0,0,1,42,0,0,1,42,36,0
1539374268533,0,0,0,0,2,84,0,0,2,84,53,0
1527829293179,0,0,0,0,1,42,0,0,1,42,49,0
1538320644296,0,0,0,0,0,0,0,0,0,0,26,0
1539972841156,0,0,0,0,0,0,0,0,0,0,26,0
1528890777537,0,0,0,0,1,42,0,0,1,42,43,0
1530094387600,0,0,0,0,0,0,0,0,1,42,59,0
1528863036947,0,0,0,0,2,84,0,0,2,84,45,0
1531497273620,0,0,0,0,0,0,0,0,0,0,22,0
1527531641688,0,0,0,0,0,0,0,0,0,0,27,0
1531613382043,0,0,0,0,0,0,0,0,1,42,59,0
1537898678673,0,0,0,0,0,0,0,0,0,0,73,0
1537960728844,0,0,0,0,1,42,0,0,1,42,69,0
1527682336443,0,0,0,0,2,84,0,0,2,84,38,0
1528881829802,0,0,0,0,0,0,0,0,0,0,29,0
1538805511899,1,514,0,0,0,0,1,72,0,0,59,0
1540298475772,1,495,0,0,1,42,1,76,1,60,50,0
1531562077491,0,0,0,0,1,42,0,0,1,42,47,0
1540366519217,0,0,0,0,0,0,0,0,0,0,28,0
1538825271417,0,0,0,0,0,0,0,0,0,0,54,0
1531246051420,5,910,0,0,0,0,5,381,0,0,47,0
1538799206663,0,0,0,0,0,0,0,0,0,0,66,0
1538688551260,0,0,0,0,0,0,0,0,0,0,66,0
1529201946723,0,0,0,0,0,0,0,0,0,0,22,0
1531351626011,0,0,0,0,1,42,0,0,1,42,43,0
1538408845179,0,0,0,0,0,0,0,0,0,0,24,0
1529556100331,0,0,0,0,0,0,0,0,0,0,32,0
1539916663422,0,0,0,0,0,0,0,0,0,0,28,0
1528545030743,0,0,0,0,1,42,0,0,1,42,43,0
1538925954712,0,0,0,0,0,0,0,0,0,0,70,0
1527675010859,4,509,0,0,1,42,4,306,3,126,47,0
1529581747536,0,0,0,0,0,0,0,0,1,42,43,0
1530602226816,4,1132,0,0,1,60,4,306,1,42,47,0
1539050745596,0,0,0,0,0,0,0,0,0,0,30,0
