Timestamp,FromLocalUdpPort53IP192.168.1.1Packet,FromLocalUdpPort53IP192.168.1.1Byte,FromLocalUdpPort67IP192.168.1.1Packet,FromLocalUdpPort67IP192.168.1.1Byte,FromLocalArpPortAllPacket,FromLocalArpPortAllByte,ToLocalUdpPort53IP192.168.1.1Packet,ToLocalUdpPort53IP192.168.1.1Byte,ToLocalArpPortAllPacket,ToLocalArpPortAllByte, NoOfFlows,Label
1538430100178,0,0,0,0,0,0,0,0,0,0,36,0
1530660797042,0,0,0,0,0,0,0,0,0,0,22,0
1529139072872,0,0,0,0,0,0,0,0,0,0,59,0
1530297505927,0,0,0,0,0,0,0,0,0,0,59,0
1528336002886,0,0,0,0,1,42,0,0,1,42,43,0
1531148509993,0,0,0,0,2,102,0,0,2,84,47,0
1538507886635,0,0,0,0,2,84,0,0,3,126,68,0
1530457566867,6,994,0,0,0,0,6,449,0,0,47,0
1530138346413,5,1359,0,0,0,0,5,374,0,0,47,0
1529748831071,0,0,0,0,0,0,0,0,0,0,30,0
1531377930802,0,0,0,0,0,0,0,0,0,0,31,0
1530730930790,5,1216,0,0,1,60,5,374,1,42,47,0
1530348681979,0,0,0,0,0,0,0,0,0,0,22,0
1540256176116,0,0,0,0,0,0,0,0,0,0,61,0
1538831638120,0,0,0,0,0,0,0,0,0,0,60,0
1531737437585,0,0,0,0,0,0,0,0,0,0,31,0
1531029799866,0,0,0,0,3,162,0,0,3,126,43,0
1537822438534,0,0,0,0,0,0,0,0,0,0,64,0
1530448379125,0,0,0,0,0,0,0,0,0,0,29,0
1539813173931,1,514,0,0,0,0,1,72,0,0,71,0
1539965757021,0,0,0,0,0,0,0,0,0,0,26,0
1538478507844,0,0,0,0,0,0,0,0,1,42,51,0
1531235777091,0,0,0,0,0,0,0,0,0,0,29,0
1527853314389,0,0,0,0,0,0,0,0,0,0,31,0
1539928981599,0,0,0,0,0,0,0,0,0,0,67,0
1529480552400,5,910,0,0,1,42,5,381,1,42,47,0
1530038124062,0,0,0,0,0,0,0,0,0,0,31,0
1527690381853,4,819,0,0,1,42,4,306,1,42,47,0
1531846562908,0,0,0,0,0,0,0,0,0,0,22,0
1528222199400,0,0,0,0,1,42,0,0,3,126,45,0
1527583644991,0,0,0,0,0,0,0,0,0,0,38,0
1528576919482,0,0,0,0,2,84,0,0,2,84,32,0
1528969403008,0,0,0,0,1,42,0,0,1,42,59,0
1531327722983,0,0,0,0,0,0,0,0,0,0,30,0
1538440249595,0,0,0,0,0,0,0,0,0,0,24,0
1539344235172,0,0,0,0,0,0,0,0,0,0,67,0
1528762068132,6,994,0,0,1,42,6,449,1,42,47,0
1528335582434,0,0,0,0,0,0,0,0,0,0,29,0
1528262552083,5,903,0,0,1,42,5,374,1,42,47,0
1530630215511,0,0,0,0,1,42,0,0,1,42,47,0
1529288255576,0,0,0,0,3,162,0,0,3,126,43,0
1539759521275,0,0,0,0,0,0,0,0,0,0,28,0
1538659723902,0,0,0,0,0,0,0,0,0,0,28,0
1537926307312,0,0,0,0,0,0,0,0,0,0,28,0
1539620648864,0,0,0,0,0,0,0,0,0,0,61,0
1529236838421,0,0,0,0,1,42,0,0,1,42,43,0
1531751128494,0,0,0,0,0,0,0,0,0,0,22,0
1529579585415,4,819,0,0,1,42,4,306,3,126,47,0
1538810676389,0,0,0,0,0,0,0,0,0,0,64,0
1537843224983,0,0,0,0,6,252,0,0,6,360,46,0
1531807699693,0,0,0,0,0,0,0,0,0,0,32,0
1528043001098,6,994,0,0,1,42,6,449,1,42,47,0
1530231213587,0,0,0,0,0,0,0,0,0,0,29,0
1530064966934,0,0,0,0,0,0,0,0,0,0,27,0
1531712459042,0,0,0,0,0,0,0,0,0,0,59,0
1530337929623,0,0,0,0,0,0,0,0,0,0,59,0
1540435497518,0,0,0,0,2,84,0,0,2,120,48,0
1527650378485,0,0,0,0,0,0,0,0,0,0,31,0
1540281831382,0,0,0,0,0,0,0,0,0,0,28,0
1528188751877,0,0,0,0,1,42,0,0,1,42,43,0
1530204905373,0,0,0,0,0,0,0,0,0,0,31,0
1540310307005,0,0,0,0,0,0,0,0,0,0,28,0
1531119146934,0,0,0,0,1,42,0,0,1,42,43,0
1539858399684,0,0,0,0,0,0,0,0,0,0,28,0
1529415326485,6,994,0,0,1,42,6,449,1,42,49,0
1540216172633,0,0,0,0,0,0,0,0,0,0,28,0
1538777828677,0,0,0,0,2,84,0,0,2,120,42,0
1538039073530,0,0,0,0,0,0,0,0,0,0,26,0
1529885946364,0,0,0,0,2,84,0,0,2,84,47,0
1539792263254,0,0,0,0,1,42,0,0,1,42,63,0
1540542117356,0,0,0,0,0,0,0,0,0,0,67,0
1529204528697,0,0,0,0,0,0,0,0,0,0,22,0
1531615483123,0,0,0,0,1,42,0,0,1,42,43,0
1529731530602,0,0,0,0,0,0,0,0,0,0,59,0
1539283857245,0,0,0,0,0,0,0,0,0,0,52,0
1539791902727,0,0,0,0,1,42,0,0,1,42,77,0
1531694987151,0,0,0,0,0,0,0,0,0,0,31,0
1528819557170,0,0,0,0,1,42,0,0,1,42,43,0
1531719184071,0,0,0,0,0,0,0,0,0,0,29,0
1538657502367,1,466,0,0,0,0,1,89,0,0,76,0
1530155463767,0,0,0,0,0,0,0,0,0,0,22,0
1539495976350,0,0,0,0,0,0,0,0,0,0,28,0
1531577156039,0,0,0,0,0,0,0,0,0,0,31,0
1529577303230,0,0,0,0,1,42,0,0,1,42,43,0
1539894316498,0,0,0,0,0,0,0,0,0,0,67,0
1538421032783,0,0,0,0,0,0,0,0,0,0,22,0
1540339790969,0,0,0,0,2,84,0,0,2,120,44,0
1531552284780,0,0,0,0,1,42,0,0,1,42,43,0
1528663882599,0,0,0,0,0,0,0,0,0,0,29,0
1538164991915,0,0,0,0,0,0,0,0,0,0,36,0
1528027926902,0,0,0,0,1,42,0,0,1,42,43,0
1528586345171,0,0,0,0,1,42,0,0,1,42,59,0
1528339907489,0,0,0,0,1,42,0,0,1,42,59,0
1528684542722,0,0,0,0,0,0,0,0,0,0,43,0
1529972112853,0,0,0,0,0,0,0,0,0,0,22,0
1539757839706,0,0,0,0,0,0,0,0,0,0,60,0
1529690567392,6,994,0,0,2,102,6,449,2,84,47,0
1530176966531,0,0,0,0,0,0,0,0,0,0,47,0
1529566553446,0,0,0,0,1,42,0,0,1,42,43,0
1531240944465,0,0,0,0,1,42,0,0,1,42,43,0
1539326688105,0,0,0,0,0,0,0,0,0,0,28,0
1528572656797,2,175,0,0,1,42,2,143,1,42,47,0
1529333887631,0,0,0,0,0,0,0,0,0,0,59,0
1539936312210,0,0,0,0,0,0,0,0,0,0,46,0
1528679980655,0,0,0,0,1,42,0,0,1,42,59,0
1539939316441,0,0,0,0,0,0,0,0,0,0,42,0
1537833492288,0,0,0,0,0,0,0,0,0,0,54,0
1530489640046,0,0,0,0,0,0,0,0,0,0,43,0
1529767036983,0,0,0,0,0,0,0,0,0,0,22,0
1528671392641,0,0,0,0,1,42,0,0,1,42,59,0
1530283273065,0,0,0,0,0,0,0,0,0,0,22,0
1530616880124,0,0,0,0,0,0,0,0,0,0,59,0
1539557657781,0,0,0,0,1,42,0,0,1,42,55,0
1527526357867,0,0,0,0,0,0,0,0,0,0,27,0
1538088692477,0,0,0,0,0,0,0,0,0,0,72,0
1528237635682,0,0,0,0,1,42,0,0,1,42,43,0
1528649946524,0,0,0,0,1,42,0,0,1,42,59,0
1528289994021,0,0,0,0,1,42,0,0,1,42,61,0
1529067768285,0,0,0,0,0,0,0,0,0,0,30,0
1540440721433,0,0,0,0,0,0,0,0,0,0,67,0
1530610934653,0,0,0,0,0,0,0,0,0,0,22,0
1531789322536,0,0,0,0,0,0,0,0,0,0,31,0
1528841183429,5,903,0,0,1,42,5,374,1,42,47,0
1529315452398,0,0,0,0,1,42,0,0,1,42,43,0
1530782164085,0,0,0,0,1,42,0,0,1,42,43,0
1528626941266,0,0,0,0,2,84,0,0,2,84,36,0
1527527558621,0,0,0,0,0,0,0,0,0,0,27,0
1529881622242,0,0,0,0,1,42,0,0,1,42,43,0
1529178528788,0,0,0,0,0,0,0,0,0,0,59,0
1528546652556,0,0,0,0,3,162,0,0,3,126,43,0
1539870713072,0,0,0,0,0,0,0,0,0,0,68,0
1539383815626,0,0,0,0,0,0,0,0,0,0,28,0
1529080502728,0,0,0,0,1,42,0,0,1,42,43,0
1539811311534,0,0,0,0,0,0,0,0,0,0,26,0
1530549200341,0,0,0,0,1,42,0,0,1,42,43,0
1531184904699,0,0,0,0,0,0,0,0,0,0,31,0
1530245742143,0,0,0,0,1,42,0,0,1,42,43,0
1538713238666,0,0,0,0,0,0,0,0,0,0,65,0
1531027998283,0,0,0,0,0,0,0,0,0,0,59,0
1537905045184,0,0,0,0,0,0,0,0,0,0,28,0
1540514418572,0,0,0,0,0,0,0,0,0,0,44,0
1531444199235,0,0,0,0,1,42,0,0,1,42,43,0
1531199619935,0,0,0,0,0,0,0,0,0,0,59,0
1528991569899,0,0,0,0,1,42,0,0,1,42,59,0
1538146736603,0,0,0,0,0,0,0,0,0,0,22,0
1539087513945,1,136,0,0,0,0,1,72,0,0,60,0
1539529365647,0,0,0,0,1,42,0,0,1,42,60,0
1531641540812,0,0,1,352,2,84,0,0,3,126,43,0
1538675098032,0,0,0,0,0,0,0,0,0,0,54,0
1538030485261,0,0,0,0,0,0,0,0,0,0,28,0
1538408064780,0,0,0,0,0,0,0,0,0,0,26,0
