Timestamp,FromLocalUdpPort53IP192.168.1.1Packet,FromLocalUdpPort53IP192.168.1.1Byte,FromLocalUdpPort67IP192.168.1.1Packet,FromLocalUdpPort67IP192.168.1.1Byte,FromLocalArpPortAllPacket,FromLocalArpPortAllByte,ToLocalUdpPort53IP192.168.1.1Packet,ToLocalUdpPort53IP192.168.1.1Byte,ToLocalArpPortAllPacket,ToLocalArpPortAllByte, NoOfFlows,Label
1528295938873,0,0,0,0,1,42,0,0,1,42,59,0
1538625729300,0,0,0,0,0,0,0,0,0,0,28,0
1531036164311,0,0,0,0,1,42,0,0,1,42,43,0
1539008703272,0,0,0,0,2,84,0,0,2,120,46,0
1539741324690,0,0,0,0,0,0,0,0,0,0,54,0
1528695709325,0,0,0,0,0,0,0,0,0,0,31,0
1528386652231,0,0,0,0,0,0,0,0,0,0,29,0
1529809553439,0,0,0,0,0,0,0,0,0,0,43,0
1531047874407,0,0,0,0,0,0,0,0,0,0,22,0
1530837916688,0,0,0,0,0,0,0,0,0,0,59,0
1531016050489,0,0,0,0,0,0,0,0,0,0,31,0
1531583044733,0,0,0,0,0,0,0,0,0,0,30,0
1530384613445,0,0,0,0,1,42,0,0,1,42,43,0
1529734473431,0,0,0,0,0,0,0,0,0,0,31,0
1538412387129,0,0,0,0,0,0,0,0,0,0,36,0
1528716304658,0,0,0,0,15,666,0,0,18,756,43,0
1539358716331,0,0,0,0,1,42,0,0,1,42,80,0
1530713035169,0,0,0,0,1,42,0,0,1,42,43,0
1530785047800,5,903,0,0,0,0,5,374,0,0,47,0
1529247350958,6,994,0,0,1,42,6,449,1,42,47,0
1528120760563,0,0,0,0,2,84,0,0,2,84,36,0
1530830289066,5,903,0,0,0,0,5,374,0,0,47,0
1539560240919,4,1021,0,0,0,0,4,316,0,0,48,0
1530766905737,0,0,0,0,0,0,0,0,0,0,43,0
1529356948555,0,0,0,0,0,0,0,0,0,0,22,0
1528387433437,0,0,0,0,0,0,0,0,0,0,29,0
1538358963005,0,0,0,0,1,42,0,0,1,60,44,0
1530792798996,0,0,0,0,0,0,0,0,0,0,30,0
1527579921819,0,0,0,0,1,42,0,0,1,42,59,0
1528999014268,0,0,0,0,0,0,0,0,0,0,29,0
1527859320139,0,0,0,0,2,84,0,0,2,84,36,0
1528690185765,0,0,0,0,1,42,0,0,1,42,59,0
1538926254902,0,0,0,0,0,0,0,0,0,0,61,0
1531353307423,0,0,0,0,0,0,0,0,0,0,22,0
1528750355993,0,0,0,0,2,84,0,0,2,84,36,0
1531212891613,0,0,0,0,0,0,0,0,0,0,59,0
1528577760097,2,644,0,0,1,42,2,163,1,42,47,0
1527893672842,0,0,0,0,0,0,0,0,0,0,43,0
1539952057436,0,0,0,0,0,0,0,0,0,0,28,0
1539763305469,0,0,0,0,0,0,0,0,0,0,28,0
1527542749846,0,0,0,0,1,42,0,0,1,42,38,0
1538363704764,0,0,0,0,0,0,0,0,0,0,36,0
1530736215430,0,0,0,0,1,42,0,0,1,42,43,0
1537947512753,0,0,0,0,0,0,0,0,0,0,68,0
1531273805558,4,819,0,0,0,0,4,306,0,0,47,0
1528247482271,5,903,0,0,1,42,5,374,1,42,47,0
1529564571520,0,0,0,0,0,0,0,0,0,0,59,0
1529931815702,0,0,0,0,0,0,0,0,0,0,22,0
1529742342082,0,0,0,0,0,0,0,0,0,0,31,0
1528792281847,0,0,0,0,1,42,0,0,1,42,43,0
1530096429473,4,819,0,0,0,0,4,306,0,0,47,0
1537847250501,2,1020,0,0,0,0,2,178,0,0,69,0
1527664617809,0,0,0,0,1,42,0,0,1,42,59,0
1529314792042,0,0,0,0,0,0,0,0,0,0,43,0
1538859088778,0,0,0,0,0,0,0,0,0,0,58,0
1539015549439,0,0,0,0,1,42,0,0,1,60,46,0
1538518937836,0,0,0,0,0,0,0,0,0,0,28,0
1540350481338,0,0,0,0,1,42,0,0,2,84,54,0
1540556778642,0,0,0,0,0,0,0,0,1,42,52,0
1531307909830,0,0,0,0,0,0,0,0,0,0,29,0
1527877636652,6,994,0,0,1,42,6,449,1,42,47,0
1528869761317,0,0,0,0,1,42,0,0,1,42,59,0
1538576706684,0,0,0,0,0,0,0,0,0,0,28,0
1531370902764,0,0,0,0,0,0,0,0,0,0,22,0
1540463541443,0,0,0,0,0,0,0,0,0,0,63,0
1537890510882,0,0,0,0,0,0,0,0,0,0,26,0
1538675338256,0,0,0,0,1,42,0,0,1,42,67,0
1531713599860,0,0,0,0,0,0,0,0,0,0,59,0
1538542235247,0,0,0,0,1,42,0,0,1,60,46,0
1538457664315,1,495,0,0,0,0,1,76,0,0,46,0
1527722689905,0,0,0,0,1,42,0,0,1,42,59,0
1538206612299,6,1561,0,0,1,42,6,528,1,60,44,0
1528629463322,0,0,0,0,1,42,0,0,1,42,34,0
1530915736199,0,0,0,0,0,0,0,0,0,0,43,0
1531012448617,6,1137,0,0,0,0,6,449,0,0,47,0
