Timestamp,FromLocalUdpPort53IP192.168.1.1Packet,FromLocalUdpPort53IP192.168.1.1Byte,FromLocalUdpPort67IP192.168.1.1Packet,FromLocalUdpPort67IP192.168.1.1Byte,FromLocalArpPortAllPacket,FromLocalArpPortAllByte,ToLocalUdpPort53IP192.168.1.1Packet,ToLocalUdpPort53IP192.168.1.1Byte,ToLocalArpPortAllPacket,ToLocalArpPortAllByte, NoOfFlows,Label
1529866364518,6,994,0,0,1,42,6,449,1,42,47,0
1539273046004,0,0,0,0,0,0,0,0,0,0,69,0
1527688220464,0,0,0,0,0,0,0,0,0,0,43,0
1530343877247,0,0,0,0,0,0,0,0,0,0,43,0
1530338470393,1,501,0,0,1,42,1,75,1,42,31,0
1529533217148,0,0,0,0,0,0,0,0,0,0,59,0
1528622317198,0,0,0,0,1,42,0,0,1,42,36,0
1528032551071,0,0,0,0,1,42,0,0,1,42,35,0
1539028222189,0,0,0,0,0,0,0,0,0,0,60,0
1529837776731,0,0,0,0,1,42,0,0,1,42,43,0
1539703551313,0,0,0,0,0,0,0,0,0,0,63,0
1528549657188,0,0,0,0,0,0,0,0,0,0,31,0
1531832984263,0,0,0,0,0,0,0,0,0,0,59,0
1530623667189,0,0,0,0,0,0,0,0,0,0,29,0
1538585537813,1,495,0,0,0,0,1,76,0,0,48,0
1527720408065,0,0,0,0,1,42,0,0,1,42,59,0
1539010925061,0,0,0,0,1,42,0,0,1,42,61,0
1530647277644,0,0,0,0,0,0,0,0,0,0,59,0
1529760608399,5,910,0,0,1,42,5,381,1,42,47,0
1529164959807,0,0,0,0,0,0,0,0,0,0,31,0
1537816131421,1,324,0,0,0,0,1,79,0,0,67,0
1530176966562,0,0,0,0,0,0,0,0,0,0,59,0
1531854132638,0,0,0,0,0,0,0,0,0,0,59,0
1538077637950,0,0,0,0,1,42,0,0,1,42,57,0
1540217854472,1,466,0,0,0,0,1,89,0,0,86,0
1539960291402,0,0,0,0,1,42,0,0,1,60,50,0
1531763558620,0,0,0,0,1,42,0,0,1,42,43,0
1538971833260,1,466,0,0,0,0,1,89,0,0,70,0
1538025200042,0,0,0,0,1,42,0,0,1,42,102,0
1529555619781,0,0,0,0,0,0,0,0,0,0,32,0
1531393070272,0,0,0,0,0,0,0,0,0,0,29,0
1527915596403,0,0,0,0,0,0,0,0,1,42,43,0
1531091292642,0,0,0,0,0,0,0,0,0,0,31,0
1538528244195,0,0,0,0,1,42,0,0,2,120,48,0
1538221027852,0,0,0,0,0,0,0,0,0,0,36,0
1527751757274,0,0,0,0,1,42,0,0,1,42,59,0
1539460345367,0,0,0,0,0,0,0,0,0,0,28,0
1538196521719,0,0,0,0,1,42,0,0,1,60,46,0
1538478027340,0,0,0,0,0,0,0,0,0,0,62,0
1530928890476,0,0,0,0,0,0,0,0,0,0,59,0
1529287835397,0,0,0,0,0,0,0,0,1,42,43,0
1529656875063,0,0,0,0,1,42,0,0,1,42,60,0
1539641851448,1,136,0,0,0,0,1,72,0,0,64,0
1528322247225,0,0,0,0,1,42,0,0,2,84,43,0
1531018812029,0,0,0,0,0,0,0,0,0,0,22,0
1540013190576,0,0,0,0,0,0,0,0,0,0,36,0
1538938925843,0,0,0,0,1,42,0,0,1,60,46,0
1539688474410,0,0,0,0,1,42,0,0,1,42,56,0
1530589072212,5,910,0,0,0,0,5,381,0,0,47,0
1530449700057,0,0,0,0,0,0,0,0,0,0,29,0
1538104976376,0,0,0,0,1,42,0,0,1,42,65,0
1539866928659,0,0,0,0,0,0,0,0,0,0,59,0
1528367543894,6,994,0,0,2,102,6,449,2,84,47,0
1527679093974,4,509,0,0,1,42,4,306,1,42,47,0
1531382556264,4,819,0,0,1,60,4,306,1,42,47,0
1527528339243,0,0,0,0,1,42,0,0,1,42,59,0
1529604813455,5,1216,0,0,1,42,5,374,1,42,47,0
1540341112219,0,0,0,0,1,42,0,0,1,60,44,0
1529934397565,0,0,0,0,0,0,0,0,0,0,59,0
1530410374472,0,0,0,0,0,0,0,0,0,0,59,0
1528596193007,0,0,0,0,1,42,0,0,1,42,34,0
1538034629130,0,0,0,0,4,168,0,0,4,240,46,0
1539107868880,0,0,0,0,1,42,0,0,1,60,48,0
1528650847494,0,0,0,0,1,42,0,0,1,42,35,0
1528198241148,0,0,0,0,1,42,0,0,1,42,59,0
1529979558903,6,1137,0,0,0,0,6,449,0,0,47,0
1538526623025,0,0,0,0,0,0,0,0,0,0,26,0
1538711676989,0,0,0,0,1,42,0,0,1,60,46,0
1529208372186,0,0,0,0,0,0,0,0,0,0,22,0
1528136615051,1,530,0,0,1,42,1,80,1,42,31,0
1528083658053,0,0,0,0,0,0,0,0,0,0,40,0
1530267958760,0,0,0,0,0,0,0,0,0,0,31,0
1529530034474,0,0,0,0,0,0,0,0,0,0,59,0
1540279007561,0,0,0,0,0,0,0,0,0,0,67,0
1539127626562,0,0,0,0,2,84,0,0,2,120,48,0
1539086192291,0,0,0,0,2,84,0,0,3,180,48,0
1529981840725,0,0,0,0,0,0,0,0,0,0,50,0
1538875312486,0,0,0,0,1,42,0,0,1,60,44,0
1539661676490,0,0,0,0,0,0,0,0,0,0,63,0
1530753990306,0,0,0,0,0,0,0,0,0,0,22,0
1529134387065,0,0,0,0,0,0,0,0,0,0,59,0
1531253441631,0,0,0,0,1,42,0,0,1,42,43,0
1539538675352,0,0,0,0,1,42,0,0,2,84,70,0
1539544080732,0,0,0,0,0,0,0,0,0,0,28,0
1538108521797,0,0,0,0,5,210,0,0,5,300,48,0
1529947608731,0,0,0,0,0,0,0,0,0,0,59,0
1528685443147,0,0,0,0,1,42,0,0,1,42,36,0
1528054593955,0,0,0,0,0,0,0,0,0,0,43,0
1531848845206,0,0,0,0,0,0,0,0,0,0,22,0
1538280685736,0,0,0,0,0,0,0,0,0,0,24,0
1531014249596,0,0,0,0,0,0,0,0,0,0,22,0
1538377990223,0,0,0,0,0,0,0,0,0,0,36,0
1530141409966,0,0,0,0,0,0,0,0,0,0,22,0
1527701431273,0,0,0,0,0,0,0,0,0,0,31,0
1530729669784,0,0,0,0,0,0,0,0,0,0,59,0
1527869348896,0,0,0,0,1,42,0,0,1,42,36,0
1531416381654,0,0,0,0,0,0,0,0,0,0,59,0
1540247284827,0,0,0,0,0,0,0,0,0,0,28,0
1539441119663,0,0,0,0,2,84,0,0,2,84,52,0
1540273058701,0,0,0,0,1,60,0,0,1,42,68,0
1529228189876,5,910,0,0,1,42,5,381,1,42,47,0
1530395845972,0,0,0,0,0,0,0,0,0,0,59,0
1530316303732,0,0,0,0,0,0,0,0,0,0,22,0
1537934296826,0,0,0,0,1,42,0,0,1,42,77,0
1531496433036,0,0,0,0,1,42,0,0,1,42,47,0
1527985288720,0,0,0,0,0,0,0,0,0,0,29,0
1530434149627,0,0,0,0,0,0,0,0,0,0,29,0
1529420853155,0,0,0,0,0,0,0,0,0,0,43,0
1530077755676,0,0,0,0,0,0,0,0,0,0,43,0
1530725526628,0,0,0,0,2,120,0,0,2,84,43,0
1531350484989,0,0,0,0,0,0,0,0,0,0,59,0
1529058460050,0,0,0,0,1,42,0,0,1,42,43,0
1539830537173,0,0,0,0,1,42,0,0,1,42,71,0
