Timestamp,FromLocalUdpPort53IP192.168.1.1Packet,FromLocalUdpPort53IP192.168.1.1Byte,FromLocalUdpPort67IP192.168.1.1Packet,FromLocalUdpPort67IP192.168.1.1Byte,FromLocalArpPortAllPacket,FromLocalArpPortAllByte,ToLocalUdpPort53IP192.168.1.1Packet,ToLocalUdpPort53IP192.168.1.1Byte,ToLocalArpPortAllPacket,ToLocalArpPortAllByte, NoOfFlows,Label
1529967127468,0,0,0,0,0,0,0,0,0,0,32,0
1539808607246,4,1021,0,0,0,0,3,237,0,0,44,0
1528184066170,0,0,0,0,1,42,0,0,1,42,59,0
1530227490873,0,0,0,0,0,0,0,0,0,0,22,0
1530469099309,0,0,0,0,0,0,0,0,0,0,29,0
1540414887738,0,0,0,0,0,0,0,0,0,0,65,0
1530011749126,0,0,0,0,0,0,0,0,0,0,47,0
1531601427663,0,0,0,0,1,42,0,0,1,42,43,0
1528967960924,0,0,0,0,1,42,0,0,1,42,59,0
1539060898649,0,0,0,0,0,0,0,0,0,0,56,0
1531854132618,4,819,0,0,1,60,4,306,1,42,49,0
1539667985729,1,554,0,0,0,0,1,72,0,0,64,0
1528053032140,4,819,0,0,1,42,4,306,1,42,47,0
1537845628287,0,0,0,0,0,0,0,0,0,0,71,0
1539198564449,0,0,0,0,0,0,0,0,0,0,70,0
1539947910408,1,530,0,0,0,0,1,72,0,0,62,0
1531366097827,0,0,0,0,0,0,0,0,0,0,31,0
1529305246717,6,994,0,0,1,42,6,449,1,42,47,0
1539797970535,0,0,0,0,6,252,0,0,7,294,73,0
1528864958383,0,0,0,0,1,42,0,0,1,42,43,0
1527697827943,0,0,0,0,0,0,0,0,0,0,31,0
1530756813358,0,0,0,0,0,0,0,0,0,0,29,0
1529892789407,0,0,0,0,0,0,0,0,0,0,22,0
1539662818007,0,0,0,0,0,0,0,0,0,0,28,0
1539208540239,0,0,0,0,0,0,0,0,0,0,28,0
1540247945733,0,0,0,0,0,0,0,0,0,0,64,0
1527581122833,0,0,0,0,1,42,0,0,1,42,39,0
1531078742753,0,0,0,0,0,0,0,0,0,0,31,0
1527606948585,0,0,0,0,1,42,0,0,1,42,47,0
1528872883241,0,0,0,0,2,84,0,0,2,84,42,0
1527551576845,0,0,0,0,0,0,0,0,0,0,38,0
1531381234443,0,0,0,0,0,0,0,0,0,0,22,0
1540575883007,0,0,0,0,0,0,0,0,0,0,64,0
1538983543028,0,0,0,0,0,0,0,0,0,0,57,0
1528351322090,0,0,0,0,0,0,0,0,0,0,29,0
1538012588525,0,0,0,0,6,252,0,0,6,360,48,0
1529289996319,0,0,0,0,0,0,0,0,0,0,29,0
1530611234886,0,0,0,0,0,0,0,0,0,0,29,0
1537971964926,0,0,0,0,0,0,0,0,0,0,70,0
1529347939398,0,0,0,0,0,0,0,0,0,0,59,0
1528047986463,0,0,0,0,1,42,0,0,1,42,59,0
1529659697558,0,0,0,0,0,0,0,0,0,0,29,0
1529544148196,2,644,0,0,2,84,2,163,2,84,47,0
1538661285028,0,0,0,0,1,42,0,0,1,60,48,0
1539276409520,0,0,0,0,0,0,0,0,0,0,75,0
1537840040982,0,0,0,0,1,42,0,0,1,42,110,0
1530944989815,0,0,0,0,1,42,0,0,1,42,43,0
1538184930004,0,0,0,0,0,0,0,0,0,0,22,0
1537914774892,0,0,0,0,0,0,0,0,0,0,64,0
